Date,Place,Level
2014-01-01T00:00:00Z,Karup By,NA
2014-01-01T00:00:00Z,Nørkærbro,NA
2014-01-01T00:00:00Z,Hagebro,0.05344801459311799
2014-01-01T00:09:00Z,Karup By,NA
2014-01-01T00:09:00Z,Nørkærbro,NA
2014-01-01T00:09:00Z,Hagebro,0.05344801459311799
2014-01-01T00:24:00Z,Karup By,NA
2014-01-01T00:24:00Z,Nørkærbro,NA
2014-01-01T00:24:00Z,Hagebro,0.05344801459311799
2014-01-01T00:39:00Z,Karup By,NA
2014-01-01T00:39:00Z,Nørkærbro,NA
2014-01-01T00:39:00Z,Hagebro,0.05344801459311799
2014-01-01T00:54:00Z,Karup By,NA
2014-01-01T00:54:00Z,Nørkærbro,NA
2014-01-01T00:54:00Z,Hagebro,0.05244801459311854
2014-01-01T01:09:00Z,Karup By,NA
2014-01-01T01:09:00Z,Nørkærbro,NA
2014-01-01T01:09:00Z,Hagebro,0.05244801459311854
2014-01-01T01:24:00Z,Karup By,NA
2014-01-01T01:24:00Z,Nørkærbro,NA
2014-01-01T01:24:00Z,Hagebro,0.05244801459311854
2014-01-01T01:39:00Z,Karup By,NA
2014-01-01T01:39:00Z,Nørkærbro,NA
2014-01-01T01:39:00Z,Hagebro,0.05244801459311854
2014-01-01T01:54:00Z,Karup By,NA
2014-01-01T01:54:00Z,Nørkærbro,NA
2014-01-01T01:54:00Z,Hagebro,0.05244801459311854
2014-01-01T02:09:00Z,Karup By,NA
2014-01-01T02:09:00Z,Nørkærbro,NA
2014-01-01T02:09:00Z,Hagebro,0.051448014593119096
2014-01-01T02:24:00Z,Karup By,NA
2014-01-01T02:24:00Z,Nørkærbro,NA
2014-01-01T02:24:00Z,Hagebro,0.051448014593119096
2014-01-01T02:39:00Z,Karup By,NA
2014-01-01T02:39:00Z,Nørkærbro,NA
2014-01-01T02:39:00Z,Hagebro,0.051448014593119096
2014-01-01T02:54:00Z,Karup By,NA
2014-01-01T02:54:00Z,Nørkærbro,NA
2014-01-01T02:54:00Z,Hagebro,0.051448014593119096
2014-01-01T03:09:00Z,Karup By,NA
2014-01-01T03:09:00Z,Nørkærbro,NA
2014-01-01T03:09:00Z,Hagebro,0.050448014593117874
2014-01-01T03:24:00Z,Karup By,NA
2014-01-01T03:24:00Z,Nørkærbro,NA
2014-01-01T03:24:00Z,Hagebro,0.050448014593117874
2014-01-01T03:39:00Z,Karup By,NA
2014-01-01T03:39:00Z,Nørkærbro,NA
2014-01-01T03:39:00Z,Hagebro,0.04844801459311898
2014-01-01T03:54:00Z,Karup By,NA
2014-01-01T03:54:00Z,Nørkærbro,NA
2014-01-01T03:54:00Z,Hagebro,0.047448014593119536
2014-01-01T04:09:00Z,Karup By,NA
2014-01-01T04:09:00Z,Nørkærbro,NA
2014-01-01T04:09:00Z,Hagebro,0.047448014593119536
2014-01-01T04:24:00Z,Karup By,NA
2014-01-01T04:24:00Z,Nørkærbro,NA
2014-01-01T04:24:00Z,Hagebro,0.046448014593118314
2014-01-01T04:39:00Z,Karup By,NA
2014-01-01T04:39:00Z,Nørkærbro,NA
2014-01-01T04:39:00Z,Hagebro,0.046448014593118314
2014-01-01T04:54:00Z,Karup By,NA
2014-01-01T04:54:00Z,Nørkærbro,NA
2014-01-01T04:54:00Z,Hagebro,0.046448014593118314
2014-01-01T05:09:00Z,Karup By,NA
2014-01-01T05:09:00Z,Nørkærbro,NA
2014-01-01T05:09:00Z,Hagebro,0.046448014593118314
2014-01-01T05:24:00Z,Karup By,NA
2014-01-01T05:24:00Z,Nørkærbro,NA
2014-01-01T05:24:00Z,Hagebro,0.046448014593118314
2014-01-01T05:39:00Z,Karup By,NA
2014-01-01T05:39:00Z,Nørkærbro,NA
2014-01-01T05:39:00Z,Hagebro,0.04544801459311887
2014-01-01T05:54:00Z,Karup By,NA
2014-01-01T05:54:00Z,Nørkærbro,NA
2014-01-01T05:54:00Z,Hagebro,0.04544801459311887
2014-01-01T06:09:00Z,Karup By,NA
2014-01-01T06:09:00Z,Nørkærbro,NA
2014-01-01T06:09:00Z,Hagebro,0.04544801459311887
2014-01-01T06:24:00Z,Karup By,NA
2014-01-01T06:24:00Z,Nørkærbro,NA
2014-01-01T06:24:00Z,Hagebro,0.04544801459311887
2014-01-01T06:39:00Z,Karup By,NA
2014-01-01T06:39:00Z,Nørkærbro,NA
2014-01-01T06:39:00Z,Hagebro,0.04544801459311887
2014-01-01T06:54:00Z,Karup By,NA
2014-01-01T06:54:00Z,Nørkærbro,NA
2014-01-01T06:54:00Z,Hagebro,0.04544801459311887
2014-01-01T07:09:00Z,Karup By,NA
2014-01-01T07:09:00Z,Nørkærbro,NA
2014-01-01T07:09:00Z,Hagebro,0.04544801459311887
2014-01-01T07:24:00Z,Karup By,NA
2014-01-01T07:24:00Z,Nørkærbro,NA
2014-01-01T07:24:00Z,Hagebro,0.04444801459311942
2014-01-01T07:39:00Z,Karup By,NA
2014-01-01T07:39:00Z,Nørkærbro,NA
2014-01-01T07:39:00Z,Hagebro,0.04444801459311942
2014-01-01T07:54:00Z,Karup By,NA
2014-01-01T07:54:00Z,Nørkærbro,NA
2014-01-01T07:54:00Z,Hagebro,0.04444801459311942
2014-01-01T08:09:00Z,Karup By,NA
2014-01-01T08:09:00Z,Nørkærbro,NA
2014-01-01T08:09:00Z,Hagebro,0.0434480145931182
2014-01-01T08:24:00Z,Karup By,NA
2014-01-01T08:24:00Z,Nørkærbro,NA
2014-01-01T08:24:00Z,Hagebro,0.0434480145931182
2014-01-01T08:39:00Z,Karup By,NA
2014-01-01T08:39:00Z,Nørkærbro,NA
2014-01-01T08:39:00Z,Hagebro,0.0434480145931182
2014-01-01T08:54:00Z,Karup By,NA
2014-01-01T08:54:00Z,Nørkærbro,NA
2014-01-01T08:54:00Z,Hagebro,0.0434480145931182
2014-01-01T09:09:00Z,Karup By,NA
2014-01-01T09:09:00Z,Nørkærbro,NA
2014-01-01T09:09:00Z,Hagebro,0.0434480145931182
2014-01-01T09:24:00Z,Karup By,NA
2014-01-01T09:24:00Z,Nørkærbro,NA
2014-01-01T09:24:00Z,Hagebro,0.042448014593118755
2014-01-01T09:39:00Z,Karup By,NA
2014-01-01T09:39:00Z,Nørkærbro,NA
2014-01-01T09:39:00Z,Hagebro,0.042448014593118755
2014-01-01T09:54:00Z,Karup By,NA
2014-01-01T09:54:00Z,Nørkærbro,NA
2014-01-01T09:54:00Z,Hagebro,0.042448014593118755
2014-01-01T10:09:00Z,Karup By,NA
2014-01-01T10:09:00Z,Nørkærbro,NA
2014-01-01T10:09:00Z,Hagebro,0.042448014593118755
2014-01-01T10:24:00Z,Karup By,NA
2014-01-01T10:24:00Z,Nørkærbro,NA
2014-01-01T10:24:00Z,Hagebro,0.042448014593118755
2014-01-01T10:39:00Z,Karup By,NA
2014-01-01T10:39:00Z,Nørkærbro,NA
2014-01-01T10:39:00Z,Hagebro,0.042448014593118755
2014-01-01T10:54:00Z,Karup By,NA
2014-01-01T10:54:00Z,Nørkærbro,NA
2014-01-01T10:54:00Z,Hagebro,0.042448014593118755
2014-01-01T11:09:00Z,Karup By,NA
2014-01-01T11:09:00Z,Nørkærbro,NA
2014-01-01T11:09:00Z,Hagebro,0.042448014593118755
2014-01-01T11:24:00Z,Karup By,NA
2014-01-01T11:24:00Z,Nørkærbro,NA
2014-01-01T11:24:00Z,Hagebro,0.042448014593118755
2014-01-01T11:39:00Z,Karup By,NA
2014-01-01T11:39:00Z,Nørkærbro,NA
2014-01-01T11:39:00Z,Hagebro,0.042448014593118755
2014-01-01T11:54:00Z,Karup By,NA
2014-01-01T11:54:00Z,Nørkærbro,NA
2014-01-01T11:54:00Z,Hagebro,0.042448014593118755
2014-01-01T12:09:00Z,Karup By,NA
