Date,Place,YGroup,Temp
2020-07-15T04:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-15T05:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-15T06:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-15T07:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-15T08:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-15T09:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-15T10:27:30Z,Skjern Å - Laksens hus,2022,14.3
2020-07-15T11:27:30Z,Skjern Å - Laksens hus,2022,14.4
2020-07-15T12:27:30Z,Skjern Å - Laksens hus,2022,14.6
2020-07-15T13:27:30Z,Skjern Å - Laksens hus,2022,14.8
2020-07-15T14:27:30Z,Skjern Å - Laksens hus,2022,14.9
2020-07-15T15:27:30Z,Skjern Å - Laksens hus,2022,14.9
2020-07-15T16:27:30Z,Skjern Å - Laksens hus,2022,14.9
2020-07-15T17:27:30Z,Skjern Å - Laksens hus,2022,14.9
2020-07-15T18:27:30Z,Skjern Å - Laksens hus,2022,14.8
2020-07-15T19:27:30Z,Skjern Å - Laksens hus,2022,14.7
2020-07-15T20:27:30Z,Skjern Å - Laksens hus,2022,14.6
2020-07-15T21:27:30Z,Skjern Å - Laksens hus,2022,14.6
2020-07-15T22:27:30Z,Skjern Å - Laksens hus,2022,14.5
2020-07-15T23:27:30Z,Skjern Å - Laksens hus,2022,14.4
2020-07-16T00:27:30Z,Skjern Å - Laksens hus,2022,14.3
2020-07-16T01:27:30Z,Skjern Å - Laksens hus,2022,14.3
2020-07-16T02:27:30Z,Skjern Å - Laksens hus,2022,14.1
2020-07-16T03:27:30Z,Skjern Å - Laksens hus,2022,14
2020-07-16T04:27:30Z,Skjern Å - Laksens hus,2022,13.8
2020-07-16T05:27:30Z,Skjern Å - Laksens hus,2022,13.8
2020-07-16T06:27:30Z,Skjern Å - Laksens hus,2022,13.8
2020-07-16T07:27:30Z,Skjern Å - Laksens hus,2022,13.9
2020-07-16T08:27:30Z,Skjern Å - Laksens hus,2022,14
2020-07-16T09:27:30Z,Skjern Å - Laksens hus,2022,14.1
2020-07-16T10:27:30Z,Skjern Å - Laksens hus,2022,14.3
2020-07-16T11:27:30Z,Skjern Å - Laksens hus,2022,14.5
2020-07-16T12:27:30Z,Skjern Å - Laksens hus,2022,14.7
2020-07-16T13:27:30Z,Skjern Å - Laksens hus,2022,14.8
2020-07-16T14:27:30Z,Skjern Å - Laksens hus,2022,15
2020-07-16T15:27:30Z,Skjern Å - Laksens hus,2022,15.4
2020-07-16T16:27:30Z,Skjern Å - Laksens hus,2022,15.5
2020-07-16T17:27:30Z,Skjern Å - Laksens hus,2022,15.4
2020-07-16T18:27:30Z,Skjern Å - Laksens hus,2022,15.2
2020-07-16T19:27:30Z,Skjern Å - Laksens hus,2022,15.1
2020-07-16T20:27:30Z,Skjern Å - Laksens hus,2022,15
2020-07-16T21:27:30Z,Skjern Å - Laksens hus,2022,14.8
2020-07-16T22:27:30Z,Skjern Å - Laksens hus,2022,14.6
2020-07-16T23:27:30Z,Skjern Å - Laksens hus,2022,14.5
2020-07-17T00:27:30Z,Skjern Å - Laksens hus,2022,14.3
2020-07-17T01:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-17T02:27:30Z,Skjern Å - Laksens hus,2022,14.1
2020-07-17T03:27:30Z,Skjern Å - Laksens hus,2022,14
2020-07-17T04:27:30Z,Skjern Å - Laksens hus,2022,13.9
2020-07-17T05:27:30Z,Skjern Å - Laksens hus,2022,13.9
2020-07-17T06:27:30Z,Skjern Å - Laksens hus,2022,13.9
2020-07-17T07:27:30Z,Skjern Å - Laksens hus,2022,14
2020-07-17T08:27:30Z,Skjern Å - Laksens hus,2022,14
2020-07-17T09:27:30Z,Skjern Å - Laksens hus,2022,14.2
2020-07-17T10:27:30Z,Skjern Å - Laksens hus,2022,14.4
2020-07-17T11:27:30Z,Skjern Å - Laksens hus,2022,14.7
2020-07-17T12:27:30Z,Skjern Å - Laksens hus,2022,15.1
2020-07-17T13:27:30Z,Skjern Å - Laksens hus,2022,15.4
2020-07-17T14:27:30Z,Skjern Å - Laksens hus,2022,15.7
2020-07-17T15:27:30Z,Skjern Å - Laksens hus,2022,15.7
2020-07-17T16:27:30Z,Skjern Å - Laksens hus,2022,15.7
2020-07-17T17:27:30Z,Skjern Å - Laksens hus,2022,15.6
2020-07-17T18:27:30Z,Skjern Å - Laksens hus,2022,15.5
2020-07-17T19:27:30Z,Skjern Å - Laksens hus,2022,15.5
2020-07-17T20:27:30Z,Skjern Å - Laksens hus,2022,15.5
2020-07-17T21:27:30Z,Skjern Å - Laksens hus,2022,15.4
2020-07-17T22:27:30Z,Skjern Å - Laksens hus,2022,15.3
2020-07-17T23:27:30Z,Skjern Å - Laksens hus,2022,15.2
2020-07-18T00:27:30Z,Skjern Å - Laksens hus,2022,15.1
2020-07-18T01:27:30Z,Skjern Å - Laksens hus,2022,15
2020-07-18T02:27:30Z,Skjern Å - Laksens hus,2022,14.9
2020-07-18T03:27:30Z,Skjern Å - Laksens hus,2022,14.8
2020-07-18T04:27:30Z,Skjern Å - Laksens hus,2022,14.7
2020-07-18T05:27:30Z,Skjern Å - Laksens hus,2022,14.7
2020-07-18T06:27:30Z,Skjern Å - Laksens hus,2022,14.7
2020-07-18T07:27:30Z,Skjern Å - Laksens hus,2022,14.8
