Date,Place,Value
1992-12-31T10:30:00Z,Hagebro,10.066312058066178
1992-12-31T07:30:00Z,Nørkærbro,3.05736720641575
1992-12-18T12:30:00Z,Hagebro,10.13793397345183
1992-12-17T20:30:00Z,Nørkærbro,3.12467561708897
1992-12-05T18:00:00Z,Hagebro,10.317966065927752
1992-12-04T08:00:00Z,Nørkærbro,3.1300275674663265
1992-11-23T02:00:00Z,Hagebro,10.316268313114412
1992-11-20T18:00:00Z,Nørkærbro,3.1353795178436834
1992-11-10T06:30:00Z,Hagebro,10.128710378345678
1992-11-07T07:00:00Z,Nørkærbro,3.14073146822104
1992-10-28T10:30:00Z,Hagebro,10.047942391033677
1992-10-24T19:00:00Z,Nørkærbro,2.97364111152983
1992-10-15T16:30:00Z,Hagebro,10.185264532160776
1992-10-11T08:00:00Z,Nørkærbro,2.93135102761245
1992-10-02T23:30:00Z,Hagebro,10.027726706370673
1992-09-28T00:00:00Z,Nørkærbro,2.96956174961776
1992-09-20T03:30:00Z,Hagebro,10.089288734627047
1992-09-14T06:00:00Z,Nørkærbro,2.99592987200579
1992-09-07T08:00:00Z,Hagebro,10.210380772613659
1992-08-31T19:30:00Z,Nørkærbro,3.07394986661421
1992-08-25T12:30:00Z,Hagebro,10.210342834925854
1992-08-18T06:00:00Z,Nørkærbro,2.95852923301623
1992-08-12T18:30:00Z,Hagebro,10.022394973133881
1992-08-05T09:30:00Z,Nørkærbro,2.8884226868928
1992-07-31T01:00:00Z,Hagebro,9.981497142478663
1992-07-22T17:30:00Z,Nørkærbro,2.86514138375905
1992-07-18T07:00:00Z,Hagebro,9.97756928068669
1992-07-08T19:00:00Z,Nørkærbro,2.82880840265294
1992-07-05T20:00:00Z,Hagebro,9.887381802265967
1992-06-25T07:00:00Z,Nørkærbro,2.87651809142403
1992-06-22T18:30:00Z,Hagebro,9.909603516235759
1992-06-11T22:30:00Z,Nørkærbro,2.88829860264956
1992-06-09T23:30:00Z,Hagebro,9.924495588278191
1992-05-29T09:30:00Z,Nørkærbro,2.95198798971626
1992-05-28T05:30:00Z,Hagebro,9.969587733297383
1992-05-15T19:00:00Z,Nørkærbro,3.06366699655278
1992-05-15T08:30:00Z,Hagebro,10.066099688576996
1992-05-02T15:00:00Z,Hagebro,10.236291845272472
1992-05-02T08:00:00Z,Nørkærbro,3.1050417948467
1992-04-19T20:30:00Z,Hagebro,10.143363960127935
1992-04-18T20:00:00Z,Nørkærbro,3.14641659314062
1992-04-07T01:30:00Z,Hagebro,10.12401602730525
1992-04-05T07:30:00Z,Nørkærbro,3.16317611246131
1992-03-25T11:30:00Z,Hagebro,10.22231839806589
1992-03-22T21:00:00Z,Nørkærbro,3.22432614426616
1992-03-12T16:30:00Z,Hagebro,10.289850473027391
1992-03-09T08:00:00Z,Nørkærbro,3.01522560159279
1992-02-28T20:00:00Z,Hagebro,10.056932470147014
1992-02-25T12:00:00Z,Nørkærbro,3.03886914226103
1992-02-16T02:00:00Z,Hagebro,10.124384602516901
1992-02-11T11:00:00Z,Nørkærbro,3.07823561147432
1992-02-03T05:30:00Z,Hagebro,10.085266604501644
1992-01-29T06:00:00Z,Nørkærbro,3.02012699888246
1992-01-21T10:00:00Z,Hagebro,10.125008635677089
1992-01-15T11:00:00Z,Nørkærbro,3.03068496421889
1992-01-08T17:30:00Z,Hagebro,10.126100868268393
1992-01-01T21:00:00Z,Nørkærbro,3.05127412397407
