Date,Place,Value
2023-04-14T20:00:00Z,Hagebro,8.8
2023-04-14T19:30:00Z,Hagebro,8.8
2023-04-14T19:00:00Z,Hagebro,8.9
2023-04-14T18:30:00Z,Hagebro,8.9
2023-04-14T18:00:00Z,Hagebro,8.9
2023-04-14T17:30:00Z,Hagebro,8.9
2023-04-14T17:00:00Z,Hagebro,8.9
2023-04-14T16:30:00Z,Hagebro,9
2023-04-14T16:00:00Z,Hagebro,9
2023-04-14T15:00:00Z,Hagebro,8.9
2023-04-14T14:30:00Z,Hagebro,8.9
2023-04-14T14:00:00Z,Hagebro,8.8
2023-04-14T13:30:00Z,Hagebro,8.8
2023-04-14T13:00:00Z,Hagebro,8.7
2023-04-14T12:30:00Z,Hagebro,8.649999999999999
2023-04-14T11:30:00Z,Hagebro,8.4
2023-04-14T11:00:00Z,Hagebro,8.3
2023-04-14T10:30:00Z,Hagebro,8.2
2023-04-14T10:00:00Z,Hagebro,8.1
2023-04-14T09:30:00Z,Hagebro,7.9
2023-04-14T09:00:00Z,Hagebro,7.75
2023-04-14T08:00:00Z,Hagebro,7.6
2023-04-14T07:30:00Z,Hagebro,7.5
2023-04-14T07:00:00Z,Hagebro,7.5
2023-04-14T06:30:00Z,Hagebro,7.5
2023-04-14T06:00:00Z,Hagebro,7.5
2023-04-14T05:30:00Z,Hagebro,7.5
2023-04-14T04:30:00Z,Hagebro,7.6875
2023-04-14T04:00:00Z,Hagebro,7.7
2023-04-14T03:30:00Z,Hagebro,7.8
2023-04-14T03:00:00Z,Hagebro,7.814453125
2023-04-14T02:30:00Z,Hagebro,7.9
2023-04-14T02:00:00Z,Hagebro,8
2023-04-14T01:30:00Z,Hagebro,8.0578125
2023-04-14T01:00:00Z,Hagebro,8.1
2023-04-14T00:30:00Z,Hagebro,8.2
2023-04-14T00:00:00Z,Hagebro,8.259765625
2023-04-13T23:30:00Z,Hagebro,8.3
2023-04-13T23:00:00Z,Hagebro,8.38671875
2023-04-13T22:30:00Z,Hagebro,8.4
2023-04-13T22:00:00Z,Hagebro,8.5
2023-04-13T21:30:00Z,Hagebro,8.5
2023-04-13T21:00:00Z,Hagebro,8.6
2023-04-13T20:30:00Z,Hagebro,8.603515625
2023-04-13T20:00:00Z,Hagebro,8.7
2023-04-13T19:30:00Z,Hagebro,8.77421875
2023-04-13T19:00:00Z,Hagebro,8.8
2023-04-13T18:30:00Z,Hagebro,8.9
2023-04-13T18:00:00Z,Hagebro,8.98564453125
2023-04-13T17:30:00Z,Hagebro,9
2023-04-13T17:00:00Z,Hagebro,9.1
2023-04-13T16:30:00Z,Hagebro,9.1
2023-04-13T16:00:00Z,Hagebro,9
2023-04-13T15:30:00Z,Hagebro,8.94755859375
2023-04-13T15:00:00Z,Hagebro,8.9
2023-04-13T14:30:00Z,Hagebro,8.9
2023-04-13T14:00:00Z,Hagebro,8.829003906250001
2023-04-13T13:30:00Z,Hagebro,8.71611328125
2023-04-13T13:00:00Z,Hagebro,8.643286132812499
2023-04-13T12:30:00Z,Hagebro,8.6267578125
2023-04-13T12:00:00Z,Hagebro,8.6
2023-04-13T11:30:00Z,Hagebro,8.6
2023-04-13T11:00:00Z,Hagebro,8.6
2023-04-13T10:30:00Z,Hagebro,8.5
2023-04-13T10:00:00Z,Hagebro,8.341967773437501
2023-04-13T09:30:00Z,Hagebro,8.142453002929688
2023-04-13T09:00:00Z,Hagebro,7.941961669921875
2023-04-13T08:30:00Z,Hagebro,7.74896240234375
2023-04-13T08:00:00Z,Hagebro,7.674560546875
2023-04-13T07:30:00Z,Hagebro,7.5402099609375
2023-04-13T07:00:00Z,Hagebro,7.5
2023-04-13T06:30:00Z,Hagebro,7.5
2023-04-13T06:00:00Z,Hagebro,7.5
2023-04-13T05:30:00Z,Hagebro,7.5
2023-04-13T05:00:00Z,Hagebro,7.585687255859375
2023-04-13T04:30:00Z,Hagebro,7.664129638671875
2023-04-13T04:00:00Z,Hagebro,7.659778022766114
2023-04-13T03:30:00Z,Hagebro,7.7
2023-04-13T03:00:00Z,Hagebro,7.7
2023-04-13T02:30:00Z,Hagebro,7.76541748046875
2023-04-13T02:00:00Z,Hagebro,7.8
2023-04-13T01:30:00Z,Hagebro,7.8
2023-04-13T01:00:00Z,Hagebro,7.8
2023-04-13T00:30:00Z,Hagebro,7.8
2023-04-13T00:00:00Z,Hagebro,7.9
2023-04-12T23:30:00Z,Hagebro,7.9
2023-04-12T23:00:00Z,Hagebro,7.9
2023-04-12T22:30:00Z,Hagebro,7.9
2023-04-12T22:00:00Z,Hagebro,8
2023-04-12T21:30:00Z,Hagebro,8
2023-04-12T21:00:00Z,Hagebro,8
2023-04-12T20:30:00Z,Hagebro,8.087083244323729
2023-04-12T20:00:00Z,Hagebro,8.1
2023-04-12T19:30:00Z,Hagebro,8.1
2023-04-12T19:00:00Z,Hagebro,8.129018545150757
2023-04-12T18:30:00Z,Hagebro,8.2
2023-04-12T18:00:00Z,Hagebro,8.212940216064453
2023-04-12T17:30:00Z,Hagebro,8.3
2023-04-12T17:00:00Z,Hagebro,8.3
2023-04-12T16:30:00Z,Hagebro,8.4
2023-04-12T16:00:00Z,Hagebro,8.4
2023-04-12T15:30:00Z,Hagebro,8.4
