Place,Day,Avg
Hagebro,1,4.79402439420198
Hagebro,2,4.769773330817526
Hagebro,3,4.743418092267662
Hagebro,4,4.721216735087897
Hagebro,5,4.694987856439663
Hagebro,6,4.6669384629336514
Hagebro,7,4.634184556476741
Hagebro,8,4.59372201676892
Hagebro,9,4.551962687543674
Hagebro,10,4.511621898989557
Hagebro,11,4.4764911187575525
Hagebro,12,4.446998728623894
Hagebro,13,4.406998419638602
Hagebro,14,4.358003208910634
Hagebro,15,4.295004908197217
Hagebro,16,4.236391956968338
Hagebro,17,4.181168679317915
Hagebro,18,4.131248669067613
Hagebro,19,4.0939817444378415
Hagebro,20,4.070073376352003
Hagebro,21,4.055557936603844
Hagebro,22,4.05926808707537
Hagebro,23,4.077018555950833
Hagebro,24,4.090401392750511
Hagebro,25,4.098101694574652
Hagebro,26,4.103582656804033
Hagebro,27,4.105119743256878
Hagebro,28,4.115315496303207
Hagebro,29,4.122037450524714
Hagebro,30,4.131013290756584
Hagebro,31,4.137378902289352
Hagebro,32,4.159869032080281
Hagebro,33,4.2156184128315175
Hagebro,34,4.282309381157117
Hagebro,35,4.345216593354127
Hagebro,36,4.4050373108019665
Hagebro,37,4.460414456429037
Hagebro,38,4.517689695395482
Hagebro,39,4.567401723114426
Hagebro,40,4.6167810757245995
Hagebro,41,4.67168675932494
Hagebro,42,4.734651998639653
Hagebro,43,4.786669000555361
Hagebro,44,4.817033207077015
Hagebro,45,4.8508929251277015
Hagebro,46,4.881391704235556
Hagebro,47,4.917806489934243
Hagebro,48,4.9599457822176225
Hagebro,49,5.008779851342229
Hagebro,50,5.066578204266824
Hagebro,51,5.1237955648307505
Hagebro,52,5.1761833916427324
Hagebro,53,5.229837313386524
Hagebro,54,5.2801888608941105
Hagebro,55,5.326487857301327
Hagebro,56,5.36910673112615
Hagebro,57,5.416075119071891
Hagebro,58,5.462943778869799
Hagebro,59,5.513924979115963
Hagebro,60,5.560783528755066
Hagebro,61,5.612683546826813
Hagebro,62,5.669478676865728
Hagebro,63,5.727955697185597
Hagebro,64,5.784109409157878
Hagebro,65,5.8415045419282405
Hagebro,66,5.891841092548936
Hagebro,67,5.954487633138606
Hagebro,68,6.040387947050863
Hagebro,69,6.137627101389061
Hagebro,70,6.227025933795164
Hagebro,71,6.319801920784757
Hagebro,72,6.4128400085557065
Hagebro,73,6.504013565114104
Hagebro,74,6.5930744459431185
Hagebro,75,6.686353127074048
Hagebro,76,6.780822771473257
Hagebro,77,6.873689880010086
Hagebro,78,6.969390677490765
Hagebro,79,7.0596222657300105
Hagebro,80,7.146428674432846
Hagebro,81,7.228855234865044
Hagebro,82,7.298359456330937
Hagebro,83,7.364232220321999
Hagebro,84,7.422679143959287
Hagebro,85,7.477561177910264
Hagebro,86,7.533728360520381
Hagebro,87,7.591693242500806
Hagebro,88,7.654684031216983
Hagebro,89,7.729829843285641
Hagebro,90,7.810439971315314
Hagebro,91,7.895803818024066
Hagebro,92,7.98462073399271
Hagebro,93,8.068888218557856
Hagebro,94,8.151646779691795
Hagebro,95,8.234373122926462
Hagebro,96,8.309119932007217
Hagebro,97,8.389248533506583
Hagebro,98,8.481157202586116
Hagebro,99,8.583675635079715
Hagebro,100,8.688216440670013
Hagebro,101,8.796673810496662
Hagebro,102,8.899781368116813
Hagebro,103,9.000735137958083
Hagebro,104,9.099448436749102
Hagebro,105,9.19080422258675
Hagebro,106,9.283190540722662
Hagebro,107,9.367021729379374
Hagebro,108,9.454119905581095
Hagebro,109,9.547046998189956
Hagebro,110,9.642596796693123
Hagebro,111,9.741071177809994
Hagebro,112,9.83954680113314
Hagebro,113,9.930373112456207
Hagebro,114,10.019178514107892
Hagebro,115,10.118301319982207
Hagebro,116,10.218114215779558
Hagebro,117,10.316482091427227
Hagebro,118,10.418665570782156
Hagebro,119,10.509949089675848
Hagebro,120,10.601335691209
Hagebro,121,10.691901236943702
Hagebro,122,10.785787247306397
Hagebro,123,10.889906418290854
Hagebro,124,10.997712851622293
Hagebro,125,11.103624701986739
Hagebro,126,11.20376396378695
Hagebro,127,11.29297388304877
Hagebro,128,11.3654580511547
Hagebro,129,11.430901344188669
Hagebro,130,11.50095146646367
Hagebro,131,11.565425318688703
Hagebro,132,11.630442799738407
Hagebro,133,11.701317871701562
Hagebro,134,11.776910848097648
Hagebro,135,11.854410633951234
Hagebro,136,11.925122178687124
Hagebro,137,11.989268433759465
Hagebro,138,12.062273067290212
Hagebro,139,12.153654759863613
Hagebro,140,12.250819411561944
Hagebro,141,12.3527694559122
Hagebro,142,12.451630211938678
Hagebro,143,12.538564162483901
Hagebro,144,12.624298057179642
Hagebro,145,12.716287118780102
Hagebro,146,12.821100014577453
Hagebro,147,12.924146293496165
Hagebro,148,13.028500094246375
Hagebro,149,13.122758427255436
Hagebro,150,13.207919744245913
Hagebro,151,13.274180538719142
Hagebro,152,13.331991095643547
Hagebro,153,13.38625768793954
Hagebro,154,13.436404799793072
Hagebro,155,13.489044029385118
Hagebro,156,13.546867744196131
Hagebro,157,13.595644785995383
Hagebro,158,13.635292752167738
Hagebro,159,13.67985549910161
Hagebro,160,13.72711246260371
Hagebro,161,13.771496198131121
Hagebro,162,13.816975284149425
Hagebro,163,13.86640022041063
Hagebro,164,13.9215815077991
Hagebro,165,13.974704613933403
Hagebro,166,14.02740465158333
Hagebro,167,14.083760567129268
Hagebro,168,14.13298336505673
Hagebro,169,14.174465806046944
Hagebro,170,14.204816587140265
Hagebro,171,14.231865266105906
Hagebro,172,14.257045371049887
Hagebro,173,14.288884574983008
Hagebro,174,14.323530516261075
Hagebro,175,14.354100594550482
Hagebro,176,14.38384051945936
Hagebro,177,14.40311891577166
Hagebro,178,14.416335551557777
Hagebro,179,14.440276557707266
Hagebro,180,14.466010581886888
Hagebro,181,14.493520656728567
Hagebro,182,14.517723035578534
Hagebro,183,14.527055237421985
Hagebro,184,14.527046731551687
Hagebro,185,14.53298577353036
Hagebro,186,14.55298577353036
Hagebro,187,14.57727090798443
Hagebro,188,14.593823012301819
Hagebro,189,14.602870452270619
Hagebro,190,14.612377295036412
Hagebro,191,14.620859768620843
Hagebro,192,14.628250612922354
Hagebro,193,14.63212949645123
Hagebro,194,14.640797398485388
Hagebro,195,14.648635948645142
Hagebro,196,14.654381295498
Hagebro,197,14.667085462412816
Hagebro,198,14.678579735138282
Hagebro,199,14.676659020253313
Hagebro,200,14.660058102043253
Hagebro,201,14.641152446552109
Hagebro,202,14.623360914117635
Hagebro,203,14.603964650246116
Hagebro,204,14.588366512354785
Hagebro,205,14.564618338856107
Hagebro,206,14.531026853456998
Hagebro,207,14.501052478137435
Hagebro,208,14.462351269053396
Hagebro,209,14.41733628086528
Hagebro,210,14.374048765728201
Hagebro,211,14.34298922821141
Hagebro,212,14.317220787735883
Hagebro,213,14.293959607096577
Hagebro,214,14.279704747657545
Hagebro,215,14.266072127190562
Hagebro,216,14.252549487648364
Hagebro,217,14.254992140399985
Hagebro,218,14.255783383578407
Hagebro,219,14.248358744242044
Hagebro,220,14.234865954336708
Hagebro,221,14.223941622433353
Hagebro,222,14.210508495770242
Hagebro,223,14.189018678556655
Hagebro,224,14.15778599952679
Hagebro,225,14.12282496104979
Hagebro,226,14.074852252661739
Hagebro,227,14.017143718693802
Hagebro,228,13.960358952494097
Hagebro,229,13.907360463388722
Hagebro,230,13.867852347624945
Hagebro,231,13.833141880895559
Hagebro,232,13.796273432195672
Hagebro,233,13.766430079734066
Hagebro,234,13.735603163115375
Hagebro,235,13.692817552297422
Hagebro,236,13.64440729424888
Hagebro,237,13.594869439258687
Hagebro,238,13.546801275227796
Hagebro,239,13.497536931014428
Hagebro,240,13.439696245445441
Hagebro,241,13.383898794201308
Hagebro,242,13.324195677811911
Hagebro,243,13.265236371129085
Hagebro,244,13.206365376856956
Hagebro,245,13.142119351743471
Hagebro,246,13.06933727616617
Hagebro,247,12.989904591230811
Hagebro,248,12.920124922836365
Hagebro,249,12.865192767178405
Hagebro,250,12.813007323034116
Hagebro,251,12.75844628519666
Hagebro,252,12.69727831478372
Hagebro,253,12.643524381842354
Hagebro,254,12.591268290785862
Hagebro,255,12.525231918802879
Hagebro,256,12.450541221908622
Hagebro,257,12.375440419346088
