Date,Place,Value
2024-03-12T13:45:00Z,Laksens hus,1.45812
2024-03-12T13:50:00Z,Laksens hus,1.4557
2024-03-12T13:55:00Z,Laksens hus,1.4558
2024-03-12T14:00:00Z,Laksens hus,1.45932
2024-03-12T14:05:00Z,Laksens hus,1.45218
2024-03-12T14:10:00Z,Laksens hus,1.45782
2024-03-12T14:15:00Z,Laksens hus,1.45189
2024-03-12T14:20:00Z,Laksens hus,1.46153
2024-03-12T14:25:00Z,Laksens hus,1.45551
2024-03-12T14:30:00Z,Laksens hus,1.45731
2024-03-12T14:35:00Z,Laksens hus,1.45109
2024-03-12T14:40:00Z,Laksens hus,1.45771
2024-03-12T14:45:00Z,Laksens hus,1.45348
2024-03-12T14:50:00Z,Laksens hus,1.45519
2024-03-12T14:55:00Z,Laksens hus,1.4556
2024-03-12T15:00:00Z,Laksens hus,1.45209
2024-03-12T15:05:00Z,Laksens hus,1.45279
2024-03-12T15:10:00Z,Laksens hus,1.45269
2024-03-12T15:15:00Z,Laksens hus,1.45227
2024-03-12T15:20:00Z,Laksens hus,1.45368
2024-03-12T15:25:00Z,Laksens hus,1.44866
2024-03-12T15:30:00Z,Laksens hus,1.4553
2024-03-12T15:35:00Z,Laksens hus,1.45459
2024-03-12T15:40:00Z,Laksens hus,1.45259
2024-03-12T15:45:00Z,Laksens hus,1.45872
2024-03-12T15:50:00Z,Laksens hus,1.45952
2024-03-12T15:55:00Z,Laksens hus,1.45238
2024-03-12T16:00:00Z,Laksens hus,1.45339
2024-03-12T16:05:00Z,Laksens hus,1.4554
2024-03-12T13:45:00Z,Laksens hus,1.45812
2024-03-12T13:50:00Z,Laksens hus,1.4557
2024-03-12T13:55:00Z,Laksens hus,1.4558
2024-03-12T14:00:00Z,Laksens hus,1.45932
2024-03-12T14:05:00Z,Laksens hus,1.45218
