Date,Place,Level
2022-01-01T00:00:00Z,Fjederholt Å - A18,0.555
2022-01-01T00:15:00Z,Fjederholt Å - A18,0.558
2022-01-01T00:30:00Z,Fjederholt Å - A18,0.561
2022-01-01T00:45:00Z,Fjederholt Å - A18,0.562
2022-01-01T01:00:00Z,Fjederholt Å - A18,0.5630000000000001
2022-01-01T01:15:00Z,Fjederholt Å - A18,0.5640000000000001
2022-01-01T01:30:00Z,Fjederholt Å - A18,0.5670000000000001
2022-01-01T01:45:00Z,Fjederholt Å - A18,0.5670000000000001
2022-01-01T02:00:00Z,Fjederholt Å - A18,0.5680000000000001
2022-01-01T02:15:00Z,Fjederholt Å - A18,0.5700000000000001
2022-01-01T02:30:00Z,Fjederholt Å - A18,0.5710000000000001
2022-01-01T02:45:00Z,Fjederholt Å - A18,0.5700000000000001
2022-01-01T03:00:00Z,Fjederholt Å - A18,0.5730000000000001
2022-01-01T03:15:00Z,Fjederholt Å - A18,0.5740000000000001
2022-01-01T03:30:00Z,Fjederholt Å - A18,0.5760000000000001
2022-01-01T03:45:00Z,Fjederholt Å - A18,0.577
2022-01-01T04:00:00Z,Fjederholt Å - A18,0.577
2022-01-01T04:15:00Z,Fjederholt Å - A18,0.581
2022-01-01T04:30:00Z,Fjederholt Å - A18,0.581
2022-01-01T04:45:00Z,Fjederholt Å - A18,0.586
2022-01-01T05:00:00Z,Fjederholt Å - A18,0.587
2022-01-01T05:15:00Z,Fjederholt Å - A18,0.587
2022-01-01T05:30:00Z,Fjederholt Å - A18,0.588
2022-01-01T05:45:00Z,Fjederholt Å - A18,0.59
2022-01-01T06:00:00Z,Fjederholt Å - A18,0.591
2022-01-01T06:15:00Z,Fjederholt Å - A18,0.59
2022-01-01T06:30:00Z,Fjederholt Å - A18,0.594
2022-01-01T06:45:00Z,Fjederholt Å - A18,0.593
2022-01-01T07:00:00Z,Fjederholt Å - A18,0.593
2022-01-01T07:15:00Z,Fjederholt Å - A18,0.596
2022-01-01T07:30:00Z,Fjederholt Å - A18,0.599
2022-01-01T07:45:00Z,Fjederholt Å - A18,0.603
2022-01-01T08:00:00Z,Fjederholt Å - A18,0.6
2022-01-01T08:15:00Z,Fjederholt Å - A18,0.601
2022-01-01T08:30:00Z,Fjederholt Å - A18,0.605
2022-01-01T08:45:00Z,Fjederholt Å - A18,0.604
2022-01-01T09:00:00Z,Fjederholt Å - A18,0.609
2022-01-01T09:15:00Z,Fjederholt Å - A18,0.607
2022-01-01T09:30:00Z,Fjederholt Å - A18,0.608
2022-01-01T09:45:00Z,Fjederholt Å - A18,0.608
2022-01-01T10:00:00Z,Fjederholt Å - A18,0.611
2022-01-01T10:15:00Z,Fjederholt Å - A18,0.608
2022-01-01T10:30:00Z,Fjederholt Å - A18,0.615
2022-01-01T10:45:00Z,Fjederholt Å - A18,0.613
2022-01-01T11:00:00Z,Fjederholt Å - A18,0.617
