Date,Place,Level
2015-03-19T10:30:00Z,Skjern Å - Alergaard,6.81478816985102
2015-03-19T10:45:00Z,Skjern Å - Alergaard,6.81578817254119
2015-03-19T11:00:00Z,Skjern Å - Alergaard,6.81278817523135
2015-03-19T11:15:00Z,Skjern Å - Alergaard,6.81378817792152
2015-03-19T11:30:00Z,Skjern Å - Alergaard,6.81478818061168
2015-03-19T11:45:00Z,Skjern Å - Alergaard,6.81378818330185
2015-04-23T11:00:00Z,Skjern Å - Alergaard,6.8104215531715395
2015-06-25T07:30:00Z,Skjern Å - Alergaard,6.80705492304123
2015-09-04T11:30:00Z,Skjern Å - Alergaard,6.80368829291092
2015-09-15T10:00:00Z,Skjern Å - Alergaard,6.80032166278061
2015-09-28T05:15:00Z,Skjern Å - Alergaard,6.7969550326503
2015-09-28T05:30:00Z,Skjern Å - Alergaard,6.7932154995319
2015-09-28T05:45:00Z,Skjern Å - Alergaard,6.79797213168908
2015-09-28T06:00:00Z,Skjern Å - Alergaard,6.79236858251462
2015-09-28T06:15:00Z,Skjern Å - Alergaard,6.78796630535096
2015-09-28T06:30:00Z,Skjern Å - Alergaard,6.78900682632497
2015-09-28T06:45:00Z,Skjern Å - Alergaard,6.79659610962045
2015-09-28T07:00:00Z,Skjern Å - Alergaard,6.78648698574277
2015-09-28T07:15:00Z,Skjern Å - Alergaard,6.7847995213347
2015-09-28T07:30:00Z,Skjern Å - Alergaard,6.79189456291571
2015-09-28T07:45:00Z,Skjern Å - Alergaard,6.79261751034235
2015-09-28T08:00:00Z,Skjern Å - Alergaard,6.78208793530043
2015-09-28T08:15:00Z,Skjern Å - Alergaard,6.7890914837517
2015-09-28T08:30:00Z,Skjern Å - Alergaard,6.78301068018653
2015-09-28T08:45:00Z,Skjern Å - Alergaard,6.78871055584727
2015-09-28T09:00:00Z,Skjern Å - Alergaard,6.78736754668136
2015-09-28T09:15:00Z,Skjern Å - Alergaard,6.784668274936405
2015-09-28T09:30:00Z,Skjern Å - Alergaard,6.78196900319145
2015-09-28T09:45:00Z,Skjern Å - Alergaard,6.779269731446494
2015-09-28T10:00:00Z,Skjern Å - Alergaard,6.776570459701539
2015-09-28T10:15:00Z,Skjern Å - Alergaard,6.773871187956583
2015-09-28T10:30:00Z,Skjern Å - Alergaard,6.771171916211628
2015-09-28T10:45:00Z,Skjern Å - Alergaard,6.768472644466672
2015-09-28T11:00:00Z,Skjern Å - Alergaard,6.765773372721717
2015-09-28T11:15:00Z,Skjern Å - Alergaard,6.763074100976762
2015-09-28T11:30:00Z,Skjern Å - Alergaard,6.760374829231806
2015-09-28T11:45:00Z,Skjern Å - Alergaard,6.757675557486851
2015-09-28T12:00:00Z,Skjern Å - Alergaard,6.754976285741895
2015-09-28T12:15:00Z,Skjern Å - Alergaard,6.75227701399694
2015-09-28T12:30:00Z,Skjern Å - Alergaard,6.749577742251985
2015-09-28T13:15:00Z,Skjern Å - Alergaard,6.7468784705070295
2015-09-28T13:30:00Z,Skjern Å - Alergaard,6.744179198762073
2015-10-18T07:00:00Z,Skjern Å - Alergaard,6.741479927017118
2015-10-18T07:15:00Z,Skjern Å - Alergaard,6.738780655272163
2015-10-18T07:30:00Z,Skjern Å - Alergaard,6.736081383527208
2015-10-18T07:45:00Z,Skjern Å - Alergaard,6.7333821117822525
2015-10-18T08:00:00Z,Skjern Å - Alergaard,6.7306828400372964
2015-10-18T08:15:00Z,Skjern Å - Alergaard,6.727983568292341
2015-10-18T08:30:00Z,Skjern Å - Alergaard,6.725284296547386
2015-10-18T08:45:00Z,Skjern Å - Alergaard,6.722585024802431
2015-10-18T09:00:00Z,Skjern Å - Alergaard,6.719885753057476
2015-10-18T09:15:00Z,Skjern Å - Alergaard,6.7171864813125195
2015-10-18T09:30:00Z,Skjern Å - Alergaard,6.714487209567564
2015-10-18T09:45:00Z,Skjern Å - Alergaard,6.711787937822609
2015-10-18T10:00:00Z,Skjern Å - Alergaard,6.709088666077654
2015-10-18T10:15:00Z,Skjern Å - Alergaard,6.706389394332698
2015-10-18T10:30:00Z,Skjern Å - Alergaard,6.7036901225877426
2015-10-18T10:45:00Z,Skjern Å - Alergaard,6.700990850842787
2015-10-18T11:00:00Z,Skjern Å - Alergaard,6.698291579097832
2015-10-18T11:15:00Z,Skjern Å - Alergaard,6.695592307352877
2015-10-18T11:30:00Z,Skjern Å - Alergaard,6.692893035607921
2015-10-18T11:45:00Z,Skjern Å - Alergaard,6.690193763862966
2015-10-18T12:00:00Z,Skjern Å - Alergaard,6.68749449211801
2015-10-18T12:15:00Z,Skjern Å - Alergaard,6.684795220373055
2015-10-18T12:30:00Z,Skjern Å - Alergaard,6.682095948628099
2015-10-18T12:45:00Z,Skjern Å - Alergaard,6.679396676883144
2015-10-18T13:00:00Z,Skjern Å - Alergaard,6.676697405138189
2015-10-18T13:15:00Z,Skjern Å - Alergaard,6.6739981333932334
2015-10-18T13:30:00Z,Skjern Å - Alergaard,6.671298861648278
2015-10-18T13:45:00Z,Skjern Å - Alergaard,6.668599589903322
2015-10-18T14:00:00Z,Skjern Å - Alergaard,6.665900318158367
2015-10-18T14:15:00Z,Skjern Å - Alergaard,6.663201046413412
2015-10-18T14:30:00Z,Skjern Å - Alergaard,6.6605017746684565
2015-10-18T14:45:00Z,Skjern Å - Alergaard,6.6578025029235
2015-10-18T15:00:00Z,Skjern Å - Alergaard,6.655103231178545
2015-10-18T15:15:00Z,Skjern Å - Alergaard,6.65240395943359
2015-10-18T15:30:00Z,Skjern Å - Alergaard,6.65211526583469
2015-10-18T15:45:00Z,Skjern Å - Alergaard,6.64840890866158
2015-10-18T16:00:00Z,Skjern Å - Alergaard,6.648055174474299
2015-10-18T16:15:00Z,Skjern Å - Alergaard,6.64770144028702
2015-10-18T16:30:00Z,Skjern Å - Alergaard,6.646890946964813
