Date,Place,Level,LevelRelative
2015-01-02T00:47:00Z,Hagebro (001762),0.6869999999999994,0.07747642105269792
2015-01-02T01:02:00Z,Hagebro (001762),0.6950000000000003,0.08547642105269881
2015-01-02T01:17:00Z,Hagebro (001762),0.6950000000000003,0.08547642105269881
2015-01-02T01:32:00Z,Hagebro (001762),0.6950000000000003,0.08547642105269881
2015-01-02T01:47:00Z,Hagebro (001762),0.6999999999999993,0.09047642105269782
2015-01-02T02:02:00Z,Hagebro (001762),0.7010000000000005,0.09147642105269904
2015-01-02T02:17:00Z,Hagebro (001762),0.7010000000000005,0.09147642105269904
2015-01-02T02:32:00Z,Hagebro (001762),0.7029999999999994,0.09347642105269793
2015-01-02T02:47:00Z,Hagebro (001762),0.7089999999999996,0.09947642105269816
2015-01-02T03:02:00Z,Hagebro (001762),0.7089999999999996,0.09947642105269816
2015-01-02T03:17:00Z,Hagebro (001762),0.7129999999999992,0.10347642105269772
2015-01-02T03:32:00Z,Hagebro (001762),0.7129999999999992,0.10347642105269772
2015-01-02T03:47:00Z,Hagebro (001762),0.7200000000000006,0.11047642105269917
2015-01-02T04:02:00Z,Hagebro (001762),0.7200000000000006,0.11047642105269917
2015-01-02T04:17:00Z,Hagebro (001762),0.7249999999999996,0.11547642105269817
2015-01-02T04:32:00Z,Hagebro (001762),0.7249999999999996,0.11547642105269817
2015-01-02T04:47:00Z,Hagebro (001762),0.7309999999999999,0.1214764210526984
2015-01-02T05:02:00Z,Hagebro (001762),0.7309999999999999,0.1214764210526984
2015-01-02T05:17:00Z,Hagebro (001762),0.7379999999999995,0.12847642105269808
2015-01-02T05:32:00Z,Hagebro (001762),0.7379999999999995,0.12847642105269808
2015-01-02T05:47:00Z,Hagebro (001762),0.7400000000000002,0.13047642105269874
2015-01-02T06:02:00Z,Hagebro (001762),0.7430000000000003,0.13347642105269886
2015-01-02T06:17:00Z,Hagebro (001762),0.7449999999999992,0.13547642105269775
2015-01-02T06:32:00Z,Hagebro (001762),0.7479999999999993,0.13847642105269786
2015-01-02T06:47:00Z,Hagebro (001762),0.7479999999999993,0.13847642105269786
2015-01-02T07:02:00Z,Hagebro (001762),0.7509999999999994,0.14147642105269798
2015-01-02T07:17:00Z,Hagebro (001762),0.7539999999999996,0.1444764210526981
2015-01-02T07:32:00Z,Hagebro (001762),0.7539999999999996,0.1444764210526981
2015-01-02T07:47:00Z,Hagebro (001762),0.754999999999999,0.14547642105269754
2015-01-02T08:02:00Z,Hagebro (001762),0.7579999999999991,0.14847642105269765
2015-01-02T08:17:00Z,Hagebro (001762),0.7609999999999992,0.15147642105269776
2015-01-02T08:32:00Z,Hagebro (001762),0.7609999999999992,0.15147642105269776
2015-01-02T08:47:00Z,Hagebro (001762),0.7639999999999993,0.15447642105269788
2015-01-02T09:02:00Z,Hagebro (001762),0.7639999999999993,0.15447642105269788
2015-01-02T09:17:00Z,Hagebro (001762),0.766,0.15647642105269854
2015-01-02T09:32:00Z,Hagebro (001762),0.7690000000000001,0.15947642105269866
2015-01-02T09:47:00Z,Hagebro (001762),0.7690000000000001,0.15947642105269866
2015-01-02T10:02:00Z,Hagebro (001762),0.7690000000000001,0.15947642105269866
2015-01-02T10:17:00Z,Hagebro (001762),0.7690000000000001,0.15947642105269866
2015-01-02T10:32:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T10:47:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T11:02:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T11:17:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T11:32:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T11:47:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T12:02:00Z,Hagebro (001762),0.7789999999999999,0.16947642105269844
2015-01-02T12:17:00Z,Hagebro (001762),0.782,0.17247642105269856
2015-01-02T12:32:00Z,Hagebro (001762),0.782,0.17247642105269856
2015-01-02T12:47:00Z,Hagebro (001762),0.7850000000000001,0.17547642105269867
2015-01-02T13:02:00Z,Hagebro (001762),0.786999999999999,0.17747642105269756
2015-01-02T13:17:00Z,Hagebro (001762),0.786999999999999,0.17747642105269756
2015-01-02T13:32:00Z,Hagebro (001762),0.7910000000000004,0.1814764210526989
2015-01-02T13:47:00Z,Hagebro (001762),0.7910000000000004,0.1814764210526989
2015-01-02T14:02:00Z,Hagebro (001762),0.7910000000000004,0.1814764210526989
2015-01-02T14:17:00Z,Hagebro (001762),0.7910000000000004,0.1814764210526989
2015-01-02T14:32:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T14:47:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T15:02:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T15:17:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T15:32:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T15:47:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T16:02:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T16:17:00Z,Hagebro (001762),0.7999999999999989,0.19047642105269746
2015-01-02T16:32:00Z,Hagebro (001762),0.8019999999999996,0.19247642105269813
2015-01-02T16:47:00Z,Hagebro (001762),0.8019999999999996,0.19247642105269813
2015-01-02T17:02:00Z,Hagebro (001762),0.8040000000000003,0.1944764210526988
2015-01-02T17:17:00Z,Hagebro (001762),0.8040000000000003,0.1944764210526988
2015-01-02T17:32:00Z,Hagebro (001762),0.8040000000000003,0.1944764210526988
2015-01-02T17:47:00Z,Hagebro (001762),0.8040000000000003,0.1944764210526988
2015-01-02T18:02:00Z,Hagebro (001762),0.8040000000000003,0.1944764210526988
2015-01-02T18:17:00Z,Hagebro (001762),0.8070000000000004,0.19747642105269891
2015-01-02T18:32:00Z,Hagebro (001762),0.8070000000000004,0.19747642105269891
2015-01-02T18:47:00Z,Hagebro (001762),0.8070000000000004,0.19747642105269891
2015-01-02T19:02:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T19:17:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T19:32:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T19:47:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T20:02:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T20:17:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T20:32:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T20:47:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T21:02:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T21:17:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T21:32:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T21:47:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T22:02:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T22:17:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T22:32:00Z,Hagebro (001762),0.8130000000000006,0.20347642105269914
2015-01-02T22:47:00Z,Hagebro (001762),0.8179999999999996,0.20847642105269815
2015-01-02T23:02:00Z,Hagebro (001762),0.8179999999999996,0.20847642105269815
2015-01-02T23:17:00Z,Hagebro (001762),0.8179999999999996,0.20847642105269815
2015-01-02T23:32:00Z,Hagebro (001762),0.8179999999999996,0.20847642105269815
2015-01-02T23:47:00Z,Hagebro (001762),0.8179999999999996,0.20847642105269815
2015-01-03T00:00:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T00:02:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T00:17:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T00:32:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T00:47:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T01:02:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T01:17:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T01:32:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T01:47:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T02:02:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T02:17:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T02:32:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T02:47:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T03:02:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T03:17:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T03:32:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T03:47:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T04:02:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T04:17:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T04:32:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T04:47:00Z,Hagebro (001762),0.8179999999999996,0.208239551810661
2015-01-03T05:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T05:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T05:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T05:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T06:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T06:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T06:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T06:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T07:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T07:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T07:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T07:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T08:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T08:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T08:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T08:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T09:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T09:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T09:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T09:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T10:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T10:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T10:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T10:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T11:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T11:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T11:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T11:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T12:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T12:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T12:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T12:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T13:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T13:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T13:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T13:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T14:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T14:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T14:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T14:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T15:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T15:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T15:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T15:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T16:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T16:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T16:32:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T16:47:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T17:02:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T17:17:00Z,Hagebro (001762),0.8219999999999992,0.21223955181066056
2015-01-03T17:32:00Z,Hagebro (001762),0.8260000000000005,0.2162395518106619
2015-01-03T17:47:00Z,Hagebro (001762),0.8260000000000005,0.2162395518106619
2015-01-03T18:02:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T18:17:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T18:32:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T18:47:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T19:02:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T19:17:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T19:32:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T19:47:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T20:02:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T20:17:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T20:32:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T20:47:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T21:02:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T21:17:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T21:32:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T21:47:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T22:02:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T22:17:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T22:32:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T22:47:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T23:02:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T23:17:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T23:32:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-03T23:47:00Z,Hagebro (001762),0.827,0.21723955181066135
2015-01-04T00:00:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T00:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T00:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T00:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T00:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T01:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T01:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T01:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T01:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T02:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T02:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T02:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T02:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T03:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T03:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T03:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T03:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T04:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T04:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T04:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T04:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T05:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T05:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T05:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T05:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T06:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T06:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T06:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T06:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T07:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T07:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T07:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T07:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T08:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T08:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T08:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T08:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T09:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T09:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T09:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T09:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T10:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T10:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T10:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T10:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T11:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T11:17:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T11:32:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T11:47:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T12:02:00Z,Hagebro (001762),0.827,0.21719862561568315
2015-01-04T12:17:00Z,Hagebro (001762),0.827,0.21719862561568315
