Date,Place,YGroup,Temp
2020-11-07T20:25:00Z,Hagebro,2024,9.3
2020-11-07T21:25:00Z,Hagebro,2024,9.3
2020-11-07T22:25:00Z,Hagebro,2024,9.3
2020-11-07T23:25:00Z,Hagebro,2024,9.3
2020-11-08T00:25:00Z,Hagebro,2024,9.3
2020-11-08T01:25:00Z,Hagebro,2024,9.3
2020-11-08T02:25:00Z,Hagebro,2024,9.3
2020-11-08T03:25:00Z,Hagebro,2024,9.3
2020-11-08T04:25:00Z,Hagebro,2024,9.3
2020-11-08T05:25:00Z,Hagebro,2024,9.3
2020-11-08T06:25:00Z,Hagebro,2024,9.3
2020-11-08T07:25:00Z,Hagebro,2024,9.3
2020-11-08T08:25:00Z,Hagebro,2024,9.3
2020-11-08T09:25:00Z,Hagebro,2024,9.3
2020-11-08T10:25:00Z,Hagebro,2024,9.3
2020-11-08T11:25:00Z,Hagebro,2024,9.3
2020-11-08T12:25:00Z,Hagebro,2024,9.3
2020-11-08T13:25:00Z,Hagebro,2024,9.3
2020-11-08T14:25:00Z,Hagebro,2024,9.3
2020-11-08T15:25:00Z,Hagebro,2024,9.3
2020-11-08T16:25:00Z,Hagebro,2024,9.3
2020-11-08T17:25:00Z,Hagebro,2024,9.3
2020-11-08T18:25:00Z,Hagebro,2024,9.2
2020-11-08T19:25:00Z,Hagebro,2024,9.2
2020-11-08T20:25:00Z,Hagebro,2024,9.2
2020-11-08T21:25:00Z,Hagebro,2024,9.2
2020-11-08T22:25:00Z,Hagebro,2024,9.1
2020-11-08T23:25:00Z,Hagebro,2024,9.1
2020-11-09T00:25:00Z,Hagebro,2024,9.1
2020-11-09T01:25:00Z,Hagebro,2024,9
2020-11-09T02:25:00Z,Hagebro,2024,9
2020-11-09T03:25:00Z,Hagebro,2024,8.9
2020-11-09T04:25:00Z,Hagebro,2024,8.9
2020-11-09T05:25:00Z,Hagebro,2024,8.9
2020-11-09T06:25:00Z,Hagebro,2024,8.8
2020-11-09T07:25:00Z,Hagebro,2024,8.8
2020-11-09T08:25:00Z,Hagebro,2024,8.7
2020-11-09T09:25:00Z,Hagebro,2024,8.7
2020-11-09T10:25:00Z,Hagebro,2024,8.7
2020-11-09T11:25:00Z,Hagebro,2024,8.7
2020-11-09T12:25:00Z,Hagebro,2024,8.7
2020-11-09T13:25:00Z,Hagebro,2024,8.7
2020-11-09T14:25:00Z,Hagebro,2024,8.6
2020-11-09T15:25:00Z,Hagebro,2024,8.6
2020-11-09T16:25:00Z,Hagebro,2024,8.6
