Dato,Port 1,Port 2,Port 3,Port 4,Port 5,Port 6,Port 7,Port 8,Port 9,Port 10,Port 11,Port 12,Port 13,Port 14,Hændelse
2018-07-03T05:21:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2018-07-03T07:55:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-05T15:13:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-07-05T22:01:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-05T22:02:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-07-11T01:00:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2018-07-11T14:11:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-11T22:19:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2018-07-11T23:26:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-12T08:18:00Z,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,Arbejde sluse eller havn
2018-07-12T09:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2018-07-12T09:25:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Arbejde sluse eller havn
2018-07-12T10:37:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2018-07-13T12:19:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Besejling
2018-07-13T12:51:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2018-07-15T10:14:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Besejling
2018-07-15T13:59:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-17T07:36:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-17T08:28:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-17T13:42:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-17T14:19:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-18T05:47:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Oprensning
2018-07-18T08:20:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-18T09:05:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-18T14:46:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-18T15:16:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-18T20:01:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-19T08:56:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-19T09:19:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-19T09:19:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-19T14:27:00Z,NA,NA,NA,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,Ud og indstrøm
2018-07-19T16:36:00Z,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-19T16:37:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Pejling
2018-07-19T18:32:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Besejling
2018-07-20T03:27:00Z,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2018-07-20T05:05:00Z,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,Ud og indstrøm
2018-07-20T06:58:00Z,NA,NA,NA,NA,2,NA,2,2,2,NA,2,NA,NA,NA,Fiskeriet
2018-07-20T06:58:00Z,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-20T07:34:00Z,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-21T10:58:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2018-07-21T11:32:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-21T11:32:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Ud og indstrøm slut
2018-07-21T15:47:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2018-07-21T16:18:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-21T18:33:00Z,NA,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,NA,Ud og indstrøm
2018-07-21T18:52:00Z,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-22T12:04:00Z,NA,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,NA,Ud og indstrøm
2018-07-22T12:48:00Z,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-22T18:50:00Z,NA,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,NA,NA,Ud og indstrøm
2018-07-22T19:52:00Z,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-23T06:03:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Pejling
2018-07-23T09:37:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-24T13:08:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Besejling
2018-07-24T15:38:00Z,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-24T22:34:00Z,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Besejling
2018-07-25T04:31:00Z,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,Ud og indstrøm
2018-07-25T04:32:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-25T04:32:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-25T04:33:00Z,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,Ud og indstrøm slut
2018-07-25T09:18:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Besejling
2018-07-25T12:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2018-07-25T14:14:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Besejling
2018-07-25T15:18:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2018-07-26T00:02:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Besejling
2018-07-26T01:40:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-27T04:39:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Pejling
2018-07-27T11:24:00Z,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,Ud og indstrøm
2018-07-27T12:06:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-27T12:06:00Z,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,Ud og indstrøm slut
2018-07-28T04:52:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-28T06:05:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-28T06:05:00Z,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-28T19:22:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-28T20:41:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-28T20:42:00Z,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-29T05:46:00Z,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm
2018-07-29T05:46:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-29T05:47:00Z,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ud og indstrøm
2018-07-29T05:47:00Z,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,Ud og indstrøm
2018-07-29T07:33:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Ud og indstrøm slut
2018-07-29T07:34:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-31T14:15:00Z,NA,NA,NA,5,NA,5,5,5,NA,5,NA,NA,NA,NA,Indstrøm
2018-07-31T15:45:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-07-31T15:45:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Indstrøm slut
2018-08-01T06:46:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2018-08-01T07:48:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Ud og indstrøm slut
2018-08-01T07:49:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-03T14:21:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Ud og indstrøm
2018-08-03T15:39:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Indstrøm slut
2018-08-03T15:41:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-04T04:57:00Z,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,Ud og indstrøm
2018-08-04T05:29:00Z,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2018-08-04T05:30:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-04T15:05:00Z,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,Ud og indstrøm
2018-08-04T15:40:00Z,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Besejling
2018-08-04T16:33:00Z,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,Indstrøm
2018-08-04T18:52:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Indstrøm slut
2018-08-04T18:54:00Z,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,Indstrøm slut
2018-08-04T18:55:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-04T18:56:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Test
2018-08-04T18:57:00Z,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,Indstrøm slut
2018-08-04T18:58:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-05T05:06:00Z,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,Indstrøm
2018-08-05T06:35:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-05T06:35:00Z,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,Indstrøm slut
2018-08-05T16:25:00Z,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,Ud og indstrøm
2018-08-05T18:19:00Z,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,Indstrøm slut
2018-08-05T18:20:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-08T13:40:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-08T14:36:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-08T14:36:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-09T05:44:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2018-08-09T09:42:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Ud og indstrøm
2018-08-09T14:29:00Z,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-10T03:57:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-10T07:06:00Z,NA,NA,5,5,NA,5,NA,5,5,5,NA,5,5,NA,Indstrøm
2018-08-10T10:38:00Z,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,NA,Ud og indstrøm slut
2018-08-11T04:57:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-11T07:34:00Z,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,Udstrøm
2018-08-11T08:41:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2018-08-11T10:17:00Z,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2018-08-11T10:21:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Indstrøm
2018-08-11T12:58:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-11T12:58:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-11T17:37:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2018-08-11T20:26:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2018-08-11T20:27:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-12T05:05:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-12T05:06:00Z,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,Udstrøm
2018-08-12T09:19:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2018-08-12T11:10:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2018-08-12T11:11:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-12T17:42:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-12T17:43:00Z,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,Udstrøm
2018-08-12T18:15:00Z,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,Udstrøm
2018-08-12T20:47:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2018-08-12T20:48:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-13T06:55:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2018-08-13T08:23:00Z,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2018-08-13T19:19:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-14T00:46:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-14T13:56:00Z,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Fiskeriet
2018-08-14T19:30:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-15T01:26:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-15T01:29:00Z,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-15T20:25:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-16T02:01:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-16T05:30:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-16T08:37:00Z,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-16T13:05:00Z,NA,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-16T13:05:00Z,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-16T13:06:00Z,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-16T18:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2018-08-16T18:45:00Z,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Vind er under 8m/s
2018-08-17T10:16:00Z,5,NA,5,NA,5,5,5,5,5,5,NA,5,NA,5,Udstrøm
2018-08-17T13:06:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-17T13:06:00Z,0,NA,0,NA,0,0,NA,0,0,0,NA,0,NA,0,Udstrøm slut
2018-08-18T04:06:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-18T11:15:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-18T11:15:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-18T13:31:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-18T21:00:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-18T21:00:00Z,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-19T13:45:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Besejling
2018-08-19T14:17:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2018-08-19T15:53:00Z,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,0,Udstrøm slut
2018-08-19T20:58:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-19T20:59:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-20T05:23:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-20T06:28:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-20T06:28:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-20T13:08:00Z,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,Udstrøm
2018-08-20T13:09:00Z,5,NA,5,5,5,5,NA,5,5,5,5,5,5,5,Udstrøm
2018-08-20T18:50:00Z,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,0,Udstrøm slut
2018-08-20T18:55:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-20T18:55:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm
2018-08-20T23:57:00Z,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2018-08-21T07:24:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2018-08-21T07:25:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-21T12:19:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-21T20:47:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-21T20:47:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Udstrøm slut
2018-08-22T00:53:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-22T07:36:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-22T07:42:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-23T06:11:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-23T06:50:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-23T06:50:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-23T11:57:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-23T15:52:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-23T15:52:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm slut
2018-08-24T05:00:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-24T06:44:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-24T06:44:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Udstrøm slut
2018-08-24T17:25:00Z,NA,NA,NA,NA,5,NA,5,5,NA,5,NA,NA,NA,NA,Indstrøm
2018-08-24T17:31:00Z,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,Indstrøm
2018-08-24T19:20:00Z,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,Besejling
2018-08-24T19:48:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-25T04:51:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2018-08-25T09:38:00Z,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,Indstrøm
2018-08-25T10:13:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-25T10:13:00Z,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,Høj havvandstand
2018-08-25T16:44:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Indstrøm
2018-08-25T17:09:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2018-08-25T18:11:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Indstrøm slut
2018-08-25T18:12:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-26T05:11:00Z,4.5,NA,4.5,NA,4.5,NA,4.5,4.5,NA,4.5,NA,4.5,NA,4.5,Indstrøm
2018-08-26T06:21:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Udstrøm
2018-08-26T06:22:00Z,2,NA,2,2,2,2,NA,2,2,2,2,2,2,2,Fiskeriet
2018-08-26T06:44:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Test
2018-08-26T06:45:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Test
2018-08-26T06:46:00Z,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,Test
2018-08-26T09:15:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-26T11:23:00Z,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,Indstrøm
2018-08-26T11:24:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-26T14:26:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2018-08-26T15:50:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-26T17:49:00Z,5,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2018-08-26T23:12:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-26T23:12:00Z,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,Indstrøm
2018-08-27T07:04:00Z,NA,NA,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2018-08-27T07:46:00Z,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Udstrøm
2018-08-27T07:57:00Z,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,Udstrøm
2018-08-27T09:27:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2018-08-27T09:27:00Z,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,Udstrøm slut
2018-08-27T11:49:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2018-08-27T14:15:00Z,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Høj havvandstand
