Dato,Port 1,Port 2,Port 3,Port 4,Port 5,Port 6,Port 7,Port 8,Port 9,Port 10,Port 11,Port 12,Port 13,Port 14,Hændelse
2016-07-26T03:31:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-26T03:31:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Udstrøm slut
2016-07-26T10:26:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-26T11:54:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Arbejde sluse eller havn
2016-07-26T13:19:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-26T14:03:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2016-07-26T15:24:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-26T22:33:00Z,NA,5,NA,5,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-27T01:49:00Z,NA,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2016-07-27T02:42:00Z,NA,5,NA,5,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-27T04:29:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2016-07-27T04:45:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-27T10:46:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-27T17:29:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2016-07-27T18:35:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2016-07-27T20:09:00Z,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,Indstrøm
2016-07-27T20:10:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-27T20:10:00Z,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,Udstrøm slut
2016-07-28T01:04:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Udstrøm
2016-07-28T05:17:00Z,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,Udstrøm slut
2016-07-28T05:49:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-28T05:50:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Udstrøm slut
2016-07-28T22:27:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Besejling
2016-07-28T22:28:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Besejling
2016-07-28T22:30:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2016-07-28T23:24:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-30T03:21:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-30T06:32:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2016-07-30T07:05:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-30T13:50:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-30T19:23:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2016-07-30T20:28:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-31T03:54:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-31T08:24:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2016-07-31T08:45:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-07-31T15:18:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Udstrøm
2016-07-31T20:34:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Udstrøm slut
2016-07-31T21:21:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-01T03:49:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2016-08-01T05:23:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-01T05:23:00Z,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,Pejling
2016-08-01T13:44:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2016-08-01T13:50:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2016-08-01T14:33:00Z,NA,5,5,NA,5,NA,5,5,NA,5,NA,5,NA,5,Indstrøm
2016-08-01T15:44:00Z,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,Besejling
2016-08-01T15:45:00Z,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-01T22:31:00Z,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,5,NA,5,Indstrøm
2016-08-02T04:19:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Indstrøm slut
2016-08-02T04:36:00Z,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-02T07:30:00Z,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,Oprensning
2016-08-02T13:10:00Z,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-02T13:14:00Z,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-02T19:30:00Z,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-03T06:54:00Z,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,Oprensning
2016-08-03T20:52:00Z,NA,5,NA,5,NA,5,5,5,NA,5,NA,5,NA,5,Ud og indstrøm slut
2016-08-04T00:38:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2016-08-04T00:39:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-04T04:35:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-04T16:07:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-04T17:26:00Z,NA,5,NA,5,5,5,NA,NA,5,NA,5,NA,5,5,Indstrøm
2016-08-04T19:46:00Z,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,Indstrøm slut
2016-08-04T22:42:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Indstrøm
2016-08-05T03:56:00Z,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,Indstrøm slut
2016-08-05T05:47:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
2016-08-05T08:36:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2016-08-05T10:24:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-05T10:24:00Z,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,Udstrøm slut
2016-08-05T17:26:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2016-08-06T06:50:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-06T06:50:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Indstrøm slut
2016-08-06T08:22:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2016-08-06T13:45:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,0,Indstrøm
2016-08-06T19:35:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Indstrøm slut
2016-08-06T19:46:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-06T21:12:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2016-08-06T21:20:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Besejling
2016-08-06T21:24:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Besejling
2016-08-06T22:48:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2016-08-07T02:37:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-07T02:37:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2016-08-07T05:02:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2016-08-07T07:15:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Indstrøm slut
2016-08-07T07:18:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-07T08:44:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2016-08-07T09:15:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Flåde i slusen
2016-08-07T10:52:00Z,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-07T10:57:00Z,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-07T11:06:00Z,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-07T12:11:00Z,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Test
2016-08-07T12:20:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Test
2016-08-07T13:02:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2016-08-07T14:13:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-07T14:13:00Z,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,Udstrøm slut
2016-08-07T21:12:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2016-08-08T01:28:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Udstrøm slut
2016-08-08T01:29:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-08T02:58:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Høj havvandstand
2016-08-08T05:40:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Indstrøm
2016-08-08T06:16:00Z,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-08T09:40:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-08T09:40:00Z,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm slut
2016-08-08T15:35:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Høj havvandstand
2016-08-09T04:50:00Z,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,Indstrøm
2016-08-09T05:26:00Z,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,Oprensning
2016-08-09T11:19:00Z,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,NA,Udstrøm
2016-08-09T11:27:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,Udstrøm
2016-08-09T12:41:00Z,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2016-08-09T23:45:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,A
2016-08-10T01:16:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2016-08-10T01:17:00Z,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-10T09:26:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,Udstrøm
2016-08-10T15:43:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Udstrøm slut
2016-08-10T15:44:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-10T21:27:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-11T05:38:00Z,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Fiskeriet
2016-08-11T05:38:00Z,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,Udstrøm slut
2016-08-11T09:07:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-11T18:03:00Z,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-11T18:03:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Udstrøm slut
2016-08-11T21:34:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-12T04:44:00Z,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,Fiskeriet
2016-08-12T04:44:00Z,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,Udstrøm slut
2016-08-12T12:17:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-12T14:55:00Z,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,Udstrøm slut
2016-08-12T15:00:00Z,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2016-08-13T03:33:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Ud og indstrøm slut
2016-08-13T07:38:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Arbejde sluse eller havn
2016-08-13T10:04:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Ud og indstrøm
2016-08-13T12:44:00Z,NA,5,NA,5,5,5,5,5,5,5,5,NA,5,NA,Ud og indstrøm
2016-08-13T17:40:00Z,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,Ud og indstrøm slut
2016-08-13T18:05:00Z,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2016-08-14T03:33:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-14T08:08:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Udstrøm slut
2016-08-14T08:35:00Z,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,Fiskeriet
2016-08-14T13:28:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-14T20:47:00Z,NA,0,NA,NA,0,NA,0,0,NA,0,NA,NA,0,NA,Udstrøm slut
2016-08-15T06:09:00Z,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-15T06:22:00Z,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,Udstrøm
2016-08-15T10:15:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-15T10:15:00Z,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,Udstrøm slut
2016-08-15T12:46:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Oprensning
2016-08-15T19:59:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-16T04:05:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Oprensning
2016-08-16T19:54:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-17T04:59:00Z,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Oprensning
2016-08-17T15:17:00Z,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-17T16:34:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-17T21:34:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-17T21:34:00Z,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,Udstrøm slut
2016-08-18T14:53:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-18T15:16:00Z,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,Test
2016-08-18T15:20:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-18T15:20:00Z,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,Test
2016-08-18T15:38:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Indstrøm
2016-08-18T15:49:00Z,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,Besejling
2016-08-18T16:04:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-19T07:46:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Udstrøm
2016-08-19T11:38:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Udstrøm slut
2016-08-19T11:39:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-19T16:47:00Z,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,NA,Indstrøm
2016-08-19T17:10:00Z,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,Udstrøm
2016-08-19T17:31:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Udstrøm
2016-08-19T20:08:00Z,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Udstrøm
2016-08-19T20:09:00Z,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Udstrøm
2016-08-20T03:35:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Indstrøm
2016-08-20T06:13:00Z,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,Indstrøm slut
2016-08-20T06:14:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-20T09:07:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Udstrøm
2016-08-20T11:57:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Indstrøm
2016-08-20T13:27:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Høj havvandstand
2016-08-20T13:28:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-20T13:28:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Høj havvandstand
2016-08-20T19:41:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Udstrøm
2016-08-21T00:35:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-21T00:35:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Indstrøm
2016-08-21T05:42:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2016-08-21T07:10:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-21T07:10:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Indstrøm slut
2016-08-21T10:01:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Indstrøm
2016-08-21T14:34:00Z,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,Høj havvandstand
2016-08-21T14:42:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Høj havvandstand
2016-08-21T19:22:00Z,NA,NA,5,NA,5,NA,5,5,NA,5,NA,5,NA,NA,Udstrøm
2016-08-22T01:34:00Z,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,Indstrøm
2016-08-22T07:33:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-22T12:50:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Besejling
2016-08-22T18:02:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-22T19:24:00Z,NA,5,5,5,5,5,5,5,5,5,5,5,5,NA,Indstrøm
2016-08-22T19:58:00Z,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,Indstrøm slut
2016-08-22T19:59:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-23T08:04:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2016-08-23T08:05:00Z,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-23T14:36:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-23T14:36:00Z,NA,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,Udstrøm slut
2016-08-24T09:15:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2016-08-24T09:16:00Z,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-24T10:52:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-24T10:52:00Z,NA,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,Besejling
2016-08-25T12:35:00Z,NA,NA,NA,5,NA,5,5,5,5,NA,5,NA,NA,NA,Udstrøm
2016-08-25T15:41:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-25T15:42:00Z,NA,NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,NA,Udstrøm slut
2016-08-26T11:02:00Z,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,Besejling
2016-08-26T12:20:00Z,NA,NA,NA,5,NA,5,5,5,5,NA,5,NA,NA,NA,Udstrøm
2016-08-26T13:32:00Z,NA,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,Besejling
2016-08-26T13:33:00Z,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-26T21:11:00Z,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,Ud og indstrøm
2016-08-27T06:20:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-27T06:20:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,Ud og indstrøm slut
2016-08-28T06:27:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Ud og indstrøm
2016-08-28T07:27:00Z,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,Besejling
2016-08-28T09:08:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Indstrøm
2016-08-28T09:26:00Z,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,Besejling
2016-08-28T11:31:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Ud og indstrøm
2016-08-28T12:49:00Z,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,Besejling
2016-08-28T13:18:00Z,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,Fiskeriet
2016-08-28T14:44:00Z,NA,5,NA,5,NA,5,5,5,5,NA,5,NA,5,NA,Udstrøm
2016-08-28T18:52:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-28T18:52:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Udstrøm slut
2016-08-29T02:14:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Ud og indstrøm
2016-08-29T05:19:00Z,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,Oprensning
2016-08-29T05:20:00Z,NA,5,NA,5,NA,5,NA,NA,5,NA,5,NA,5,NA,Udstrøm
2016-08-29T05:22:00Z,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-29T05:23:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,Udstrøm
2016-08-29T06:16:00Z,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,NA,Udstrøm slut
2016-08-29T10:22:00Z,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-29T10:28:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Oprensning
2016-08-29T19:09:00Z,NA,NA,5,NA,NA,5,5,5,5,NA,NA,5,NA,NA,Udstrøm
2016-08-29T21:43:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Udstrøm slut
2016-08-29T21:44:00Z,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,Udstrøm slut
2016-08-29T21:44:00Z,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Fiskeriet
2016-08-30T03:56:00Z,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,Arbejde sluse eller havn
2016-08-30T12:48:00Z,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,Test
2016-08-30T12:49:00Z,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,Test
2016-08-30T12:50:00Z,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
2016-08-30T12:51:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Test
2016-08-30T13:11:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Arbejde sluse eller havn
