dates;flow
2020-02-07T03:30:00Z;-532
2020-02-07T04:00:00Z;-589
2020-02-07T04:30:00Z;-661
2020-02-07T05:00:00Z;-744
2020-02-07T05:30:00Z;-786
2020-02-07T06:00:00Z;-778
2020-02-07T06:30:00Z;-735
2020-02-07T07:00:00Z;-709
2020-02-07T07:30:00Z;-671
2020-02-07T08:00:00Z;-642
2020-02-07T08:30:00Z;-621
2020-02-07T09:00:00Z;   0
2020-02-07T09:30:00Z;   0
2020-02-07T10:00:00Z;   0
2020-02-07T10:30:00Z;   0
2020-02-07T11:00:00Z;   0
2020-02-07T11:30:00Z;   0
2020-02-07T12:00:00Z;   0
2020-02-07T12:30:00Z;   0
2020-02-07T13:00:00Z;   0
2020-02-07T13:30:00Z;   0
2020-02-07T14:00:00Z;   0
2020-02-07T14:30:00Z;-282
2020-02-07T15:00:00Z;-424
2020-02-07T15:30:00Z;-532
2020-02-07T16:00:00Z;-611
2020-02-07T16:30:00Z;-621
2020-02-07T17:00:00Z;-709
2020-02-07T17:30:00Z;-753
2020-02-07T18:00:00Z;-786
2020-02-07T18:30:00Z;-761
2020-02-07T19:00:00Z;-753
2020-02-07T19:30:00Z;-709
2020-02-07T20:00:00Z;-699
2020-02-07T20:30:00Z;-671
2020-02-07T21:00:00Z;-611
2020-02-07T21:30:00Z;-555
2020-02-07T22:00:00Z;-481
2020-02-07T22:30:00Z;-375
2020-02-07T23:00:00Z;-224
2020-02-07T23:30:00Z;  16
2020-02-08T00:00:00Z;  20
2020-02-08T00:30:00Z;  15
2020-02-08T01:00:00Z;  15
2020-02-08T01:30:00Z;   2
2020-02-08T02:00:00Z; -10
2020-02-08T02:30:00Z; -12
2020-02-08T03:00:00Z;-408
2020-02-08T03:30:00Z;-494
2020-02-08T04:00:00Z;-544
2020-02-08T04:30:00Z;-611
2020-02-08T05:00:00Z;-699
2020-02-08T05:30:00Z;-761
2020-02-08T06:00:00Z;-786
2020-02-08T06:30:00Z;-818
2020-02-08T07:00:00Z;-753
2020-02-08T07:30:00Z;-709
2020-02-08T08:00:00Z;-671
2020-02-08T08:30:00Z;-652
2020-02-08T09:00:00Z;-589
2020-02-08T09:30:00Z;-519
2020-02-08T10:00:00Z;-392
2020-02-08T10:30:00Z;-339
2020-02-08T11:00:00Z;-178
2020-02-08T11:30:00Z;   8
2020-02-08T12:00:00Z;  25
2020-02-08T12:30:00Z;  30
2020-02-08T13:00:00Z;  28
2020-02-08T13:30:00Z;  30
2020-02-08T14:00:00Z;  18
2020-02-08T14:30:00Z;  -7
2020-02-08T15:00:00Z;  42
2020-02-08T15:30:00Z; 192
2020-02-08T16:00:00Z;  42
2020-02-08T16:30:00Z;-276
2020-02-08T17:00:00Z;-424
2020-02-08T17:30:00Z;-494
2020-02-08T18:00:00Z;-417
2020-02-08T18:30:00Z;-297
2020-02-08T19:00:00Z;   0
2020-02-08T19:30:00Z;-453
2020-02-08T20:00:00Z;-357
2020-02-08T20:30:00Z;-193
2020-02-08T21:00:00Z;-251
2020-02-08T21:30:00Z;-251
2020-02-08T22:00:00Z; 139
2020-02-08T22:30:00Z;   0
2020-02-08T23:00:00Z;   0
2020-02-08T23:30:00Z;   0
2020-02-09T00:00:00Z;   0
2020-02-09T00:30:00Z;   0
2020-02-09T01:00:00Z;   0
2020-02-09T01:30:00Z;   0
2020-02-09T02:00:00Z;   0
2020-02-09T02:30:00Z;   0
2020-02-09T03:00:00Z;   0
2020-02-09T03:30:00Z;   0
2020-02-09T04:00:00Z;   0
2020-02-09T04:30:00Z;   0
2020-02-09T05:00:00Z;   0
2020-02-09T05:30:00Z;   0
2020-02-09T06:00:00Z;   0
2020-02-09T06:30:00Z;   0
2020-02-09T07:00:00Z;   0
2020-02-09T07:30:00Z;   0
2020-02-09T08:00:00Z;   0
2020-02-09T08:30:00Z;   0
2020-02-09T09:00:00Z;   0
2020-02-09T09:30:00Z;   0
2020-02-09T10:00:00Z;   0
2020-02-09T10:30:00Z;   0
2020-02-09T11:00:00Z;   0
2020-02-09T11:30:00Z;   0
2020-02-09T12:00:00Z;   0
2020-02-09T12:30:00Z;   0
2020-02-09T13:00:00Z;   0
2020-02-09T13:30:00Z;   0
2020-02-09T14:00:00Z;   0
2020-02-09T14:30:00Z;   0
2020-02-09T15:00:00Z;   0
2020-02-09T15:30:00Z;   0
2020-02-09T16:00:00Z;   0
2020-02-09T16:30:00Z;   0
2020-02-09T17:00:00Z;   0
2020-02-09T17:30:00Z;   0
2020-02-09T18:00:00Z;   0
2020-02-09T18:30:00Z;   0
2020-02-09T19:00:00Z;   0
2020-02-09T19:30:00Z;   0
2020-02-09T20:00:00Z;   0
2020-02-09T20:30:00Z;   0
2020-02-09T21:00:00Z;   0
2020-02-09T21:30:00Z;   0
2020-02-09T22:00:00Z;   0
2020-02-09T22:30:00Z;   0
2020-02-09T23:00:00Z;   0
2020-02-09T23:30:00Z;   0
2020-02-10T00:00:00Z;   0
2020-02-10T00:30:00Z;   0
2020-02-10T01:00:00Z;   0
2020-02-10T01:30:00Z;   0
2020-02-10T02:00:00Z;   0
2020-02-10T02:30:00Z;   0
2020-02-10T03:00:00Z;   0
2020-02-10T03:30:00Z;   0
2020-02-10T04:00:00Z;   0
2020-02-10T04:30:00Z;   0
2020-02-10T05:00:00Z;   0
2020-02-10T05:30:00Z;   0
2020-02-10T06:00:00Z;   0
2020-02-10T06:30:00Z;   0
2020-02-10T07:00:00Z;   0
2020-02-10T07:30:00Z;   0
2020-02-10T08:00:00Z;   0
2020-02-10T08:30:00Z;   0
2020-02-10T09:00:00Z;   0
2020-02-10T09:30:00Z;   0
2020-02-10T10:00:00Z;   0
2020-02-10T10:30:00Z;   0
2020-02-10T11:00:00Z;   0
2020-02-10T11:30:00Z;   0
2020-02-10T12:00:00Z;   0
2020-02-10T12:30:00Z;   0
2020-02-10T13:00:00Z;   0
2020-02-10T13:30:00Z;   0
2020-02-10T14:00:00Z;   0
2020-02-10T14:30:00Z;   0
2020-02-10T15:00:00Z;   0
2020-02-10T15:30:00Z;   0
2020-02-10T16:00:00Z;   0
2020-02-10T16:30:00Z;   0
2020-02-10T17:00:00Z;   0
2020-02-10T17:30:00Z;   0
2020-02-10T18:00:00Z;   0
2020-02-10T18:30:00Z;   0
2020-02-10T19:00:00Z;   0
2020-02-10T19:30:00Z;   0
2020-02-10T20:00:00Z;   0
2020-02-10T20:30:00Z;   0
2020-02-10T21:00:00Z;   0
2020-02-10T21:30:00Z;   0
2020-02-10T22:00:00Z;   0
2020-02-10T22:30:00Z;   0
2020-02-10T23:00:00Z;   0
2020-02-10T23:30:00Z;   0
2020-02-11T00:00:00Z;   0
2020-02-11T00:30:00Z;   0
2020-02-11T01:00:00Z;   0
2020-02-11T01:30:00Z;   0
2020-02-11T02:00:00Z;   0
2020-02-11T02:30:00Z;   0
2020-02-11T03:00:00Z;   0
2020-02-11T03:30:00Z;   0
2020-02-11T04:00:00Z;   0
2020-02-11T04:30:00Z;   0
2020-02-11T05:00:00Z;   0
2020-02-11T05:30:00Z;   0
2020-02-11T06:00:00Z;   0
2020-02-11T06:30:00Z;   0
2020-02-11T07:00:00Z;   0
2020-02-11T07:30:00Z;   0
2020-02-11T08:00:00Z;   0
2020-02-11T08:30:00Z;   0
2020-02-11T09:00:00Z;   0
2020-02-11T09:30:00Z;   0
2020-02-11T10:00:00Z;   0
2020-02-11T10:30:00Z;   0
2020-02-11T11:00:00Z;   0
2020-02-11T11:30:00Z;   0
2020-02-11T12:00:00Z;   0
2020-02-11T12:30:00Z;   0
2020-02-11T13:00:00Z;   0
2020-02-11T13:30:00Z;   0
2020-02-11T14:00:00Z;   0
2020-02-11T14:30:00Z;   0
2020-02-11T15:00:00Z;   0
2020-02-11T15:30:00Z;   0
2020-02-11T16:00:00Z;   0
2020-02-11T16:30:00Z;   0
2020-02-11T17:00:00Z;   0
2020-02-11T17:30:00Z;   0
2020-02-11T18:00:00Z;   0
2020-02-11T18:30:00Z;   0
2020-02-11T19:00:00Z;   0
2020-02-11T19:30:00Z;   0
2020-02-11T20:00:00Z;   0
2020-02-11T20:30:00Z;   0
2020-02-11T21:00:00Z;   0
2020-02-11T21:30:00Z;   0
2020-02-11T22:00:00Z;   0
2020-02-11T22:30:00Z;   0
2020-02-11T23:00:00Z;   0
2020-02-11T23:30:00Z;   0
2020-02-12T00:00:00Z;   0
2020-02-12T00:30:00Z;   0
2020-02-12T01:00:00Z;   0
2020-02-12T01:30:00Z;   0
2020-02-12T02:00:00Z;   0
2020-02-12T02:30:00Z;   0
2020-02-12T03:00:00Z;   0
2020-02-12T03:30:00Z;   0
2020-02-12T04:00:00Z;   0
2020-02-12T04:30:00Z;   0
2020-02-12T05:00:00Z;   0
2020-02-12T05:30:00Z;   0
2020-02-12T06:00:00Z;   0
2020-02-12T06:30:00Z;   0
2020-02-12T07:00:00Z;   0
2020-02-12T07:30:00Z;   0
2020-02-12T08:00:00Z;   0
2020-02-12T08:30:00Z;   0
2020-02-12T09:00:00Z;   0
2020-02-12T09:30:00Z;   0
2020-02-12T10:00:00Z;   0
2020-02-12T10:30:00Z;   0
2020-02-12T11:00:00Z;   0
2020-02-12T11:30:00Z;   0
2020-02-12T12:00:00Z;   0
2020-02-12T12:30:00Z;   0
2020-02-12T13:00:00Z;   0
2020-02-12T13:30:00Z;   0
2020-02-12T14:00:00Z;   0
2020-02-12T14:30:00Z;   0
2020-02-12T15:00:00Z;   0
2020-02-12T15:30:00Z;   0
2020-02-12T16:00:00Z;   0
2020-02-12T16:30:00Z;   0
2020-02-12T17:00:00Z;   0
2020-02-12T17:30:00Z;   0
2020-02-12T18:00:00Z;   0
2020-02-12T18:30:00Z;   0
2020-02-12T19:00:00Z;   0
2020-02-12T19:30:00Z;   0
2020-02-12T20:00:00Z;   0
2020-02-12T20:30:00Z;   0
2020-02-12T21:00:00Z;   0
2020-02-12T21:30:00Z;   0
2020-02-12T22:00:00Z;   0
2020-02-12T22:30:00Z;   0
2020-02-12T23:00:00Z;   0
2020-02-12T23:30:00Z;   0
2020-02-13T00:00:00Z;   0
2020-02-13T00:30:00Z;   0
2020-02-13T01:00:00Z;   0
2020-02-13T01:30:00Z;   0
2020-02-13T02:00:00Z;   0
2020-02-13T02:30:00Z;   0
2020-02-13T03:00:00Z;   0
2020-02-13T03:30:00Z;   0
2020-02-13T04:00:00Z;   0
2020-02-13T04:30:00Z;   0
2020-02-13T05:00:00Z;   0
2020-02-13T05:30:00Z;   0
2020-02-13T06:00:00Z;   0
2020-02-13T06:30:00Z;   0
2020-02-13T07:00:00Z;   0
2020-02-13T07:30:00Z;   0
2020-02-13T08:00:00Z;   0
2020-02-13T08:30:00Z;-425
2020-02-13T09:00:00Z;-578
2020-02-13T09:30:00Z;-652
2020-02-13T10:00:00Z;-681
2020-02-13T10:30:00Z;-699
2020-02-13T11:00:00Z;   0
2020-02-13T11:30:00Z;   0
2020-02-13T12:00:00Z;   0
2020-02-13T12:30:00Z;-439
2020-02-13T13:00:00Z;-642
2020-02-13T13:30:00Z;-621
2020-02-13T14:00:00Z;-611
2020-02-13T14:30:00Z;-532
2020-02-13T15:00:00Z;-392
2020-02-13T15:30:00Z;-193
2020-02-13T16:00:00Z;  18
2020-02-13T16:30:00Z;  23
2020-02-13T17:00:00Z;  24
2020-02-13T17:30:00Z;  19
2020-02-13T18:00:00Z;  10
2020-02-13T18:30:00Z;  -6
2020-02-13T19:00:00Z; -16
2020-02-13T19:30:00Z; -24
2020-02-13T20:00:00Z; -31
2020-02-13T20:30:00Z; -36
2020-02-13T21:00:00Z; -42
2020-02-13T21:30:00Z; -47
2020-02-13T22:00:00Z; -46
2020-02-13T22:30:00Z; -45
2020-02-13T23:00:00Z; -41
2020-02-13T23:30:00Z; -35
2020-02-14T00:00:00Z; -30
2020-02-14T00:30:00Z; -32
2020-02-14T01:00:00Z; -30
2020-02-14T01:30:00Z; -29
2020-02-14T02:00:00Z; -26
2020-02-14T02:30:00Z; -14
2020-02-14T03:00:00Z;  -9
2020-02-14T03:30:00Z;  17
2020-02-14T04:00:00Z;  23
2020-02-14T04:30:00Z;  30
2020-02-14T05:00:00Z;  31
2020-02-14T05:30:00Z;  32
2020-02-14T06:00:00Z;  31
2020-02-14T06:30:00Z;  28
2020-02-14T07:00:00Z;  27
2020-02-14T07:30:00Z;  24
2020-02-14T08:00:00Z;  18
2020-02-14T08:30:00Z;  -4
2020-02-14T09:00:00Z; -16
2020-02-14T09:30:00Z; -27
2020-02-14T10:00:00Z; -31
2020-02-14T10:30:00Z; -36
2020-02-14T11:00:00Z; -35
2020-02-14T11:30:00Z; -35
2020-02-14T12:00:00Z; -33
2020-02-14T12:30:00Z; -32
2020-02-14T13:00:00Z; -26
2020-02-14T13:30:00Z; -29
2020-02-14T14:00:00Z; -30
2020-02-14T14:30:00Z; -28
2020-02-14T15:00:00Z; -26
2020-02-14T15:30:00Z; -22
2020-02-14T16:00:00Z; -10
2020-02-14T16:30:00Z;  17
2020-02-14T17:00:00Z;  24
2020-02-14T17:30:00Z;  21
2020-02-14T18:00:00Z;  22
2020-02-14T18:30:00Z;  20
2020-02-14T19:00:00Z;  27
2020-02-14T19:30:00Z;  16
2020-02-14T20:00:00Z; -16
2020-02-14T20:30:00Z;   7
2020-02-14T21:00:00Z;-375
2020-02-14T21:30:00Z;-519
2020-02-14T22:00:00Z;-578
2020-02-14T22:30:00Z;-661
2020-02-14T23:00:00Z;-753
2020-02-14T23:30:00Z;-744
2020-02-15T00:00:00Z;-681
2020-02-15T00:30:00Z;-589
2020-02-15T01:00:00Z;-578
2020-02-15T01:30:00Z;-611
2020-02-15T02:30:00Z;-631
2020-02-15T03:00:00Z;-544
2020-02-15T03:30:00Z;-392
2020-02-15T04:00:00Z;-193
2020-02-15T04:30:00Z;  59
2020-02-15T05:00:00Z;  24
2020-02-15T05:30:00Z;  28
2020-02-15T06:00:00Z;  23
2020-02-15T06:30:00Z;  24
2020-02-15T07:00:00Z;  22
2020-02-15T07:30:00Z;  16
2020-02-15T08:00:00Z;  14
2020-02-15T08:30:00Z;   9
2020-02-15T09:00:00Z;  -8
2020-02-15T09:30:00Z;-375
2020-02-15T10:00:00Z;-507
2020-02-15T10:30:00Z;-578
2020-02-15T11:00:00Z;-642
2020-02-15T11:30:00Z;-671
2020-02-15T12:00:00Z;-642
2020-02-15T12:30:00Z;-567
2020-02-15T13:00:00Z;-494
2020-02-15T13:30:00Z;-481
2020-02-15T17:30:00Z;   0
2020-02-15T18:00:00Z;   0
2020-02-15T18:30:00Z;   0
2020-02-15T19:00:00Z;   0
2020-02-15T19:30:00Z;   0
2020-02-15T20:00:00Z;   0
2020-02-15T20:30:00Z;   0
2020-02-15T21:00:00Z;   0
2020-02-15T21:30:00Z;   0
2020-02-15T22:00:00Z;   0
2020-02-15T22:30:00Z;   0
2020-02-15T23:00:00Z;   0
2020-02-15T23:30:00Z;   0
2020-02-16T00:00:00Z;   0
2020-02-16T00:30:00Z;   0
2020-02-16T01:00:00Z;   0
2020-02-16T01:30:00Z;   0
2020-02-16T02:00:00Z;   0
2020-02-16T02:30:00Z;   0
2020-02-16T03:00:00Z;   0
2020-02-16T03:30:00Z;   0
2020-02-16T04:00:00Z;   0
2020-02-16T04:30:00Z;   0
2020-02-16T05:00:00Z;   0
2020-02-16T05:30:00Z;   0
2020-02-16T06:00:00Z;   0
2020-02-16T06:30:00Z;   0
2020-02-16T07:00:00Z;   0
2020-02-16T07:30:00Z;   0
2020-02-16T08:00:00Z;   0
2020-02-16T08:30:00Z;   0
2020-02-16T09:00:00Z;   0
2020-02-16T09:30:00Z;   0
2020-02-16T10:00:00Z;   0
2020-02-16T10:30:00Z;   0
2020-02-16T11:00:00Z;   0
2020-02-16T11:30:00Z;   0
2020-02-16T12:00:00Z;   0
2020-02-16T12:30:00Z;   0
2020-02-16T13:00:00Z;   0
